Wall time,Step,Value
1739500852.5736856,687,0.031203873455524445
1739504077.1943579,1375,0.03251676633954048
1739507317.478043,2063,0.031853895634412766
1739510498.2268887,2751,0.0312984324991703
1739513665.6133928,3439,0.03140244260430336
1739516932.8288283,4127,0.030942648649215698
1739520107.086731,4815,0.032709475606679916
1739523279.690869,5503,0.030999939888715744
1739526535.1336782,6191,0.031116096302866936
1739529710.6073003,6879,0.03146984428167343
1739532868.0851893,7567,0.030922945588827133
1739536268.0917003,8255,0.03149280697107315
1739539454.476297,8943,0.031170474365353584
1739542616.2077315,9631,0.03077714890241623
1739545875.1662054,10319,0.03105790913105011
1739549062.228913,11007,0.030939415097236633
1739552237.2523248,11695,0.03104277141392231
1739555567.5840127,12383,0.03166830539703369
1739558748.6216314,13071,0.03195426985621452
1739561920.0066874,13759,0.03093138337135315
1739565186.2229967,14447,0.032087985426187515
1739568366.4620533,15135,0.030836936086416245
1739571536.9046285,15823,0.030547263100743294
1739574853.8863504,16511,0.031534161418676376
1739578031.5919259,17199,0.030283259227871895
1739581213.9159095,17887,0.03103156015276909
1739584502.6203256,18575,0.03061227686703205
1739587727.574063,19263,0.030804026871919632
1739590904.9990313,19951,0.030693775042891502
1739594154.585227,20639,0.030186690390110016
1739597360.8123717,21327,0.030748728662729263
1739600528.4509668,22015,0.030493801459670067
1739603796.5102525,22703,0.03152994439005852
1739606970.1435847,23391,0.03122752159833908
1739610178.2823806,24079,0.031064655631780624
1739613454.9538593,24767,0.030591173097491264
1739616649.6402888,25455,0.0313323438167572
1739619826.0386858,26143,0.03104991279542446
1739623080.652805,26831,0.03074946440756321
1739626278.608059,27519,0.03091798536479473
1739629457.3208218,28207,0.030105533078312874
1739632721.0101774,28895,0.03140811249613762
1739635899.0553687,29583,0.030066078528761864
1739639068.1064975,30271,0.031004510819911957
1739642319.1689415,30959,0.03049369901418686
1739645492.0443776,31647,0.030317282304167747
1739648706.16348,32335,0.030793923884630203
1739651959.7208903,33023,0.030665654689073563
1739655125.40638,33711,0.029889894649386406
1739658303.519339,34399,0.030582018196582794
1739661555.931661,35087,0.03029591217637062
1739664719.6613755,35775,0.03038186952471733
1739667874.0089796,36463,0.02962484396994114
1739671129.6412997,37151,0.030385741963982582
1739674306.0829244,37839,0.02996627613902092
1739677498.0889792,38527,0.030183613300323486
1739680753.040076,39215,0.029943903908133507
1739683980.6595416,39903,0.030460696667432785
1739687234.4014745,40591,0.02960309386253357
1739690511.1593375,41279,0.030172185972332954
1739693674.8147762,41967,0.02982371672987938
1739696860.127015,42655,0.030738359317183495
1739700119.0316052,43343,0.030186956748366356
1739703317.9920223,44031,0.029545724391937256
1739706478.5031083,44719,0.02998335473239422
1739709740.7760699,45407,0.030216751620173454
1739712913.3594658,46095,0.0300100427120924
1739716076.7704818,46783,0.030340876430273056
1739719341.9765067,47471,0.029793160036206245
1739722598.3356075,48159,0.030680302530527115
1739725750.4668796,48847,0.029062194749712944
1739729001.6178102,49535,0.02946392260491848
1739732179.962388,50223,0.02980962209403515
1739735344.0976756,50911,0.030140366405248642
