Wall time,Step,Value
1738860032.9384198,687,0.037759605795145035
1738863279.5294135,1375,0.03794184699654579
1738866664.0019732,2063,0.03863844275474548
1738869826.053813,2751,0.03809214010834694
1738873089.749499,3439,0.03775966912508011
1738876551.436396,4127,0.037490472197532654
1738879688.8989952,4815,0.037610650062561035
1738882881.3007143,5503,0.03866712376475334
1738886277.7141113,6191,0.03722835332155228
1738889527.3156502,6879,0.03787985444068909
1738892721.1660476,7567,0.0377342514693737
1738896344.0759795,8255,0.03808872401714325
1738899632.5280871,8943,0.03776847571134567
1738902816.2296836,9631,0.037991032004356384
1738906094.154611,10319,0.03704305738210678
1738909304.5247529,11007,0.037181708961725235
1738912523.6007552,11695,0.03771854192018509
1738915794.594541,12383,0.03712562099099159
1738918988.3651652,13071,0.03852865472435951
1738922182.1607947,13759,0.036711130291223526
1738925446.113066,14447,0.036561980843544006
1738928867.915769,15135,0.03741941601037979
1738932438.3578162,15823,0.0368574894964695
1738935807.8647897,16511,0.03678726404905319
1738939164.634584,17199,0.03704139217734337
1738942365.3150868,17887,0.03707348555326462
1738945733.3388586,18575,0.03655218333005905
1738948989.2364764,19263,0.03765614330768585
1738952154.7331228,19951,0.03743160888552666
1738955449.5853646,20639,0.03640567138791084
1738958693.0221834,21327,0.0371282622218132
1738961885.091727,22015,0.03696742653846741
1738965214.1835482,22703,0.037467777729034424
1738968402.9822018,23391,0.03699931502342224
1738971677.9610639,24079,0.036934077739715576
1738974980.3958712,24767,0.03649492561817169
1738978254.724555,25455,0.036905400454998016
1738981481.4705708,26143,0.036503031849861145
1738984944.5489852,26831,0.03592509403824806
1738988160.0750663,27519,0.0364646278321743
1738991432.9246325,28207,0.03607716038823128
1738994746.6535778,28895,0.036112748086452484
1738997918.6825476,29583,0.036359645426273346
1739001102.3676002,30271,0.03620480000972748
1739004514.3720348,30959,0.03593682125210762
1739007826.245151,31647,0.03690429776906967
1739011230.298572,32335,0.036026354879140854
1739014735.9476328,33023,0.03556794300675392
1739018016.6709218,33711,0.03532056137919426
1739021503.160628,34399,0.035502105951309204
1739024798.7793372,35087,0.03607785701751709
1739027998.3294363,35775,0.03545407950878143
1739031195.6264188,36463,0.03598284721374512
1739034442.8924,37151,0.03549223020672798
1739037633.221528,37839,0.036094825714826584
1739040801.664624,38527,0.03587346896529198
1739044053.9385114,39215,0.034738343209028244
1739047232.3031015,39903,0.03460845351219177
1739050440.1663616,40591,0.0364365391433239
1739053706.9897351,41279,0.03563995286822319
1739056899.9092064,41967,0.03639082983136177
1739060089.0541081,42655,0.03490984067320824
1739063341.721434,43343,0.03430914878845215
1739066527.2580314,44031,0.03515205532312393
1739069701.5635638,44719,0.03494366630911827
1739072958.303393,45407,0.034849613904953
1739076186.9060214,46095,0.03528536856174469
1739079399.3916988,46783,0.035167526453733444
1739082706.0603309,47471,0.035441964864730835
1739085925.0877166,48159,0.03563204035162926
1739089115.536212,48847,0.0353257954120636
1739092378.9060278,49535,0.035594433546066284
1739095552.0078907,50223,0.0351412370800972
1739098727.4789948,50911,0.03483712673187256
1739102022.7941372,51599,0.03493637964129448
1739105193.5173059,52287,0.034917864948511124
1739108388.884462,52975,0.034405916929244995
1739111647.33499,53663,0.03495528921484947
1739114828.6764708,54351,0.03491950035095215
1739118003.2435303,55039,0.0345647968351841
1739121290.2419004,55727,0.03451245650649071
1739124516.168612,56415,0.03494793549180031
1739127682.607057,57103,0.034035779535770416
1739130987.82337,57791,0.03400619328022003
1739134164.8549547,58479,0.03475271165370941
1739137353.9217482,59167,0.03488947078585625
1739140620.0016465,59855,0.034909170120954514
1739143802.7853596,60543,0.03369956463575363
1739146996.8637514,61231,0.03509014844894409
1739150260.859781,61919,0.03355111926794052
1739153424.1421309,62607,0.03461630642414093
1739156624.2756011,63295,0.03441198170185089
1739159883.386119,63983,0.033711474388837814
1739163154.7632527,64671,0.03427352011203766
1739166367.885432,65359,0.034476716071367264
1739169638.6635914,66047,0.034403592348098755
1739172818.107753,66735,0.03458600863814354
1739175999.8464901,67423,0.03410879150032997
1739179242.781602,68111,0.03425705432891846
1739182486.0903237,68799,0.034162476658821106
1739185660.746918,69487,0.03483569249510765
1739188931.746081,70175,0.03403593972325325
1739192164.5191321,70863,0.03325776010751724
1739195371.464784,71551,0.03437390550971031
1739198711.884536,72239,0.034113191068172455
1739201923.5540388,72927,0.033312857151031494
1739205103.5797458,73615,0.03367151319980621
1739208352.1213648,74303,0.033235788345336914
1739211606.043234,74991,0.03352105990052223
1739214873.308174,75679,0.03306884318590164
1739218303.5266538,76367,0.03407195955514908
1739221499.035321,77055,0.03322747349739075
1739224664.3329713,77743,0.033463671803474426
1739227948.032807,78431,0.03253166005015373
1739231114.3487263,79119,0.03392105549573898
1739234275.339388,79807,0.03303934633731842
1739237562.824174,80495,0.03333974629640579
1739240754.294386,81183,0.03264166787266731
1739243944.2829425,81871,0.0336831770837307
1739247227.7899659,82559,0.0338032990694046
1739250402.365278,83247,0.03357208892703056
1739253590.6258328,83935,0.03370170667767525
1739256853.6762354,84623,0.03285703808069229
1739260046.295394,85311,0.033479467034339905
1739263269.1474032,85999,0.03336923196911812
1739266538.4172502,86687,0.03285439312458038
1739269722.0881755,87375,0.03194974362850189
1739272922.8651874,88063,0.03338320925831795
1739276242.532984,88751,0.03222474828362465
1739279527.1227589,89439,0.03301067277789116
1739282730.1444483,90127,0.03287917748093605
1739286006.3587058,90815,0.033389847725629807
1739289192.257751,91503,0.03232675790786743
1739292353.7093365,92191,0.03319275379180908
1739295594.7085316,92879,0.033010728657245636
1739298849.4473732,93567,0.03282856196165085
1739302023.1223629,94255,0.033077120780944824
1739305267.0222964,94943,0.03331129997968674
1739308425.4545825,95631,0.03288882225751877
1739311659.3571672,96319,0.03218870237469673
1739314930.2762089,97007,0.03199438378214836
1739318101.602893,97695,0.032173823565244675
1739321285.5243623,98383,0.032427072525024414
1739324544.5283687,99071,0.03228231146931648
1739327721.4387727,99759,0.0323914997279644
1739330898.9550436,100447,0.032574575394392014
1739334179.3917654,101135,0.03252062946557999
1739337340.331628,101823,0.032384708523750305
1739340533.8423123,102511,0.032302163541316986
1739343842.845235,103199,0.03230159729719162
1739347022.1456053,103887,0.031328875571489334
1739350238.3124156,104575,0.03213353082537651
1739353519.526841,105263,0.03258286416530609
1739356694.8442576,105951,0.03168903663754463
1739359925.5305057,106639,0.03138338774442673
1739363179.1361156,107327,0.03139888867735863
1739366717.8365645,108015,0.031620092689991
1739369972.904622,108703,0.03134777024388313
1739373334.1823134,109391,0.032628726214170456
1739376531.077399,110079,0.03207876905798912
1739379784.6674,110767,0.03223153576254845
1739383077.3290224,111455,0.03195323050022125
1739386342.1581893,112143,0.030939320102334023
