Wall time,Step,Value
1738859103.4702733,499,0.03380018472671509
1738861490.994238,999,0.03466762602329254
1738863971.4388654,1499,0.035222116857767105
1738866259.1933756,1999,0.0350038968026638
1738868549.0931346,2499,0.03609642758965492
1738870928.4566033,2999,0.034862589091062546
1738873167.241237,3499,0.03507200628519058
1738875371.364001,3999,0.03493601083755493
1738877863.0662131,4499,0.03454208746552467
1738880135.883312,4999,0.03431331738829613
1738882411.9981887,5499,0.03359922766685486
1738884885.4445293,5999,0.034317728132009506
1738887281.6890109,6499,0.03422901779413223
1738889588.1204085,6999,0.03473523631691933
1738892014.530619,7499,0.03462347015738487
1738894557.711062,7999,0.03414878994226456
1738896842.7224584,8499,0.0341484434902668
1738899367.85934,8999,0.03375609219074249
1738901656.7002485,9499,0.03353781998157501
1738903958.2477882,9999,0.03351413086056709
1738906325.882289,10499,0.03387286886572838
1738908611.8968523,10999,0.034019581973552704
1738910911.7158077,11499,0.033224016427993774
1738913262.7948678,11999,0.03392455726861954
1738915480.6305053,12499,0.03368249535560608
1738917687.9470353,12999,0.03379615396261215
1738919989.3145773,13499,0.03359875828027725
1738922218.1737795,13999,0.033445801585912704
1738924435.367579,14499,0.03316035121679306
1738926762.1510801,14999,0.032569773495197296
1738929287.5400162,15499,0.0335967056453228
1738932031.066977,15999,0.03292223438620567
1738934469.3955824,16499,0.03268511965870857
1738936807.979913,16999,0.034144721925258636
1738939244.8475611,17499,0.032745372503995895
1738941582.4551103,17999,0.03352733328938484
1738943903.4650688,18499,0.03225288540124893
1738946282.7219164,18999,0.03277254477143288
1738948718.6863337,19499,0.03361261263489723
1738951025.5368469,19999,0.03296458348631859
1738953323.6465802,20499,0.033199407160282135
1738955788.1590486,20999,0.0334584042429924
1738958105.233613,21499,0.03322429582476616
1738960408.421577,21999,0.032063569873571396
1738962898.5164692,22499,0.03320373222231865
1738965200.85881,22999,0.03290494158864021
1738967470.887959,23499,0.032773666083812714
1738969956.8477914,23999,0.032770100980997086
1738972286.74373,24499,0.03290703520178795
1738974570.6997783,24999,0.03304024413228035
1738977036.1182072,25499,0.032491955906152725
1738979373.526814,25999,0.032053861767053604
1738981685.9105334,26499,0.03214278444647789
1738984215.469442,26999,0.03304649516940117
1738986562.1051672,27499,0.03258242830634117
1738988872.0529695,27999,0.03301418572664261
1738991421.0622368,28499,0.03266017138957977
1738993739.1939242,28999,0.03282644599676132
1738996065.8160446,29499,0.032761383801698685
1738998414.444827,29999,0.032736968249082565
1739000710.8000047,30499,0.031817011535167694
1739003049.1650045,30999,0.03173696994781494
1739005510.2062566,31499,0.03242088481783867
1739008054.1620882,31999,0.032372016459703445
1739010436.7385526,32499,0.03149499371647835
1739013065.2152421,32999,0.03168196231126785
1739015416.3971152,33499,0.03187599778175354
1739017765.5924807,33999,0.03243347629904747
1739020390.6309536,34499,0.031866829842329025
1739022820.363837,34999,0.03218777850270271
1739025099.5493226,35499,0.03119691275060177
1739027471.6624484,35999,0.031642086803913116
1739029746.4767416,36499,0.032191336154937744
1739032036.6069484,36999,0.03194539621472359
1739034379.22125,37499,0.03223850205540657
1739036644.1537454,37999,0.03106807917356491
1739038943.0986044,38499,0.03079969249665737
1739041306.56562,38999,0.03219324350357056
1739043585.1258404,39499,0.03228959068655968
1739045899.0911956,39999,0.03171595558524132
1739048261.9537613,40499,0.03182106465101242
1739050521.211522,40999,0.03223049268126488
1739052784.9814887,41499,0.03217563033103943
1739055150.0584238,41999,0.03206614404916763
1739057414.3710055,42499,0.030795728787779808
1739059704.5048902,42999,0.030955608934164047
1739062082.5808597,43499,0.031467895954847336
1739064364.8939602,43999,0.031492359936237335
1739066569.9187653,44499,0.03182079270482063
1739068927.076349,44999,0.032122474163770676
1739071225.867563,45499,0.03148608282208443
1739073501.5155537,45999,0.03052680566906929
1739075906.7672899,46499,0.030564574524760246
1739078188.1559324,46999,0.03086741641163826
1739080525.9274065,47499,0.03127390891313553
1739082930.1939492,47999,0.030661987140774727
1739085235.3433602,48499,0.03059777058660984
1739087528.9226944,48999,0.031720228493213654
1739089884.6826947,49499,0.03167807683348656
1739092155.6632338,49999,0.030139006674289703
1739094431.8069863,50499,0.031594861298799515
1739096784.5661726,50999,0.030127394944429398
1739099061.5324929,51499,0.030828287824988365
1739101363.1329045,51999,0.03190232068300247
1739103714.2818875,52499,0.031212717294692993
1739106001.6081386,52999,0.030786463990807533
1739108298.512465,53499,0.030635910108685493
1739110667.3425677,53999,0.03019804134964943
1739112944.0755486,54499,0.030916260555386543
1739115173.1955566,54999,0.030151022598147392
1739117462.6455433,55499,0.03048231080174446
1739119777.9288538,55999,0.03129497170448303
1739122073.1022801,56499,0.030344953760504723
1739124369.6034517,56999,0.031413733959198
1739126646.604226,57499,0.03001682460308075
1739128914.3005126,57999,0.029903601855039597
1739131269.5269256,58499,0.03026544861495495
1739133549.359443,58999,0.03052210994064808
1739135838.1401641,59499,0.030220193788409233
1739138197.1825294,59999,0.030531173571944237
1739140487.103104,60499,0.03009394370019436
1739142769.3358505,60999,0.02991265058517456
1739145123.6864867,61499,0.0301259383559227
1739147418.5409331,61999,0.03122662380337715
1739149708.308222,62499,0.03028258867561817
1739152066.7461126,62999,0.030110618099570274
1739154371.2008438,63499,0.02998214028775692
1739156691.826229,63999,0.02981415204703808
1739159046.5352988,64499,0.0299625676125288
1739161321.5353453,64999,0.03101862221956253
1739163614.1592143,65499,0.030068501830101013
1739166007.5821679,65999,0.029525253921747208
1739168300.8033638,66499,0.0300760380923748
1739170585.9125977,66999,0.030370227992534637
1739172953.2279098,67499,0.029855288565158844
1739175234.4182484,67999,0.02945839986205101
1739177512.6532822,68499,0.02990311197936535
1739179898.0295253,68999,0.02967492863535881
1739182193.0680163,69499,0.029898574575781822
1739184467.2797406,69999,0.030142173171043396
1739186819.6086292,70499,0.030407600104808807
1739189116.8474057,70999,0.029734179377555847
1739191387.668017,71499,0.029498836025595665
1739193826.1254663,71999,0.02987491898238659
1739196093.7782395,72499,0.02936793677508831
1739198434.059785,72999,0.02956361137330532
1739200739.0061808,73499,0.02930217795073986
1739202943.4317093,73999,0.02977399155497551
1739205148.8267019,74499,0.02905496209859848
1739207453.6620297,74999,0.02934192679822445
1739209655.3779285,75499,0.02943127602338791
1739212043.669857,75999,0.029952026903629303
1739214423.0256672,76499,0.029247621074318886
1739216816.884222,76999,0.029609065502882004
1739219114.1797552,77499,0.028477173298597336
1739221481.116627,77999,0.02850528061389923
1739223756.8018668,78499,0.029708456248044968
1739226027.6716409,78999,0.029396578669548035
1739228401.012198,79499,0.02957335114479065
1739230757.7504172,79999,0.028743049129843712
1739233038.8007088,80499,0.02923385612666607
1739235407.9313188,80999,0.028569523245096207
1739237686.0351331,81499,0.02832094021141529
1739239960.2133937,81999,0.02898132987320423
1739242318.1155682,82499,0.028996245935559273
1739244646.6579022,82999,0.02878275141119957
1739246941.539737,83499,0.02930217608809471
1739249304.81034,83999,0.028532035648822784
1739251587.1291666,84499,0.028904709964990616
1739253867.4272192,84999,0.029168983921408653
1739256159.6693523,85499,0.028776969760656357
1739258367.1375513,85999,0.029629569500684738
1739260571.7277284,86499,0.02859160117805004
1739262880.5274093,86999,0.029536312445998192
1739265151.6835144,87499,0.028665602207183838
1739267420.8099883,87999,0.027886981144547462
1739269711.1302881,88499,0.02886057086288929
1739272003.2379386,88999,0.028535541146993637
1739274247.477921,89499,0.028140461072325706
1739276693.2819335,89999,0.028003664687275887
1739279033.48926,90499,0.02799317240715027
1739281336.2820227,90999,0.028837798163294792
1739283693.6615753,91499,0.02838558331131935
1739285998.1647542,91999,0.027780208736658096
1739288273.5375633,92499,0.028889773413538933
1739290645.374195,92999,0.028935328125953674
1739292919.5977712,93499,0.028391871601343155
1739295197.7565024,93999,0.02878916636109352
1739297616.7350268,94499,0.02852380834519863
1739299889.4047153,94999,0.02793564647436142
1739302180.396794,95499,0.028613558039069176
1739304538.5281851,95999,0.028024548664689064
1739306809.6689482,96499,0.02809389866888523
1739309084.3026743,96999,0.027479685842990875
1739311437.0090463,97499,0.028716595843434334
1739313728.248445,97999,0.02843986451625824
1739316000.2875724,98499,0.027762625366449356
1739318358.6917758,98999,0.027292385697364807
1739320635.1132638,99499,0.028013192117214203
1739322931.4747214,99999,0.027478912845253944
1739325299.532873,100499,0.026751507073640823
1739327573.3420482,100999,0.02729889005422592
1739329843.8016317,101499,0.027900824323296547
1739332225.4918764,101999,0.02708669938147068
1739334515.5580184,102499,0.027633819729089737
1739336799.3324509,102999,0.02806626446545124
1739339179.3953278,103499,0.027800319716334343
1739341569.2809966,103999,0.02775609865784645
1739343845.2918813,104499,0.028273167088627815
1739346206.4288392,104999,0.027692455798387527
1739348486.244781,105499,0.027721237391233444
1739350759.6764631,105999,0.027388988062739372
1739353058.6045995,106499,0.027309393510222435
1739355264.0495331,106999,0.02768990583717823
1739357570.4391267,107499,0.027410460636019707
1739359958.4428995,107999,0.028098097071051598
1739362261.773084,108499,0.02696394734084606
1739364852.5872915,108999,0.026732062920928
1739367321.1466796,109499,0.027324559167027473
1739369627.8537285,109999,0.027752535417675972
1739371960.6888883,110499,0.02753618359565735
1739374313.429106,110999,0.02743198722600937
1739376518.4667346,111499,0.026975341141223907
1739378857.4234834,111999,0.026686882600188255
1739381319.08607,112499,0.026959624141454697
1739383625.819155,112999,0.02685605362057686
1739385948.0432405,113499,0.02735104411840439
1739388459.8696291,113999,0.027570800855755806
1739390802.0103898,114499,0.02706945687532425
1739393113.1300735,114999,0.026565460488200188
1739395579.957893,115499,0.02758527547121048
1739397936.1503897,115999,0.02742396667599678
1739400242.523006,116499,0.027230584993958473
1739402607.3329856,116999,0.026801306754350662
1739404982.4597476,117499,0.027416473254561424
1739407298.071719,117999,0.027035575360059738
1739409703.2990077,118499,0.02710539661347866
1739412090.505173,118999,0.02709406241774559
1739414571.316239,119499,0.026595985516905785
1739417049.9827232,119999,0.02646678127348423
1739419596.920192,120499,0.02679009735584259
