Wall time,Step,Value
1739767573.979838,687,0.030363278463482857
1739770755.6417038,1375,0.029115281999111176
1739773990.7538066,2063,0.029424726963043213
1739777153.149218,2751,0.0297104399651289
1739780313.7392805,3439,0.029577145352959633
1739783564.4420178,4127,0.029178867116570473
1739786787.6177511,4815,0.02956130914390087
1739789974.4123116,5503,0.029995325952768326
1739793224.0818343,6191,0.02946704439818859
1739796405.7404902,6879,0.029425116255879402
1739799580.7020445,7567,0.029620012268424034
1739802996.1140888,8255,0.02884097769856453
1739806225.2328548,8943,0.03019610047340393
1739809429.0668976,9631,0.029211346060037613
1739812716.8989267,10319,0.029687494039535522
1739815908.720212,11007,0.028236739337444305
1739819104.2918274,11695,0.0289311446249485
1739822418.964027,12383,0.02918989211320877
1739825641.0743546,13071,0.029051698744297028
1739828807.328586,13759,0.028968198224902153
1739832144.192345,14447,0.029197847470641136
1739835306.8408976,15135,0.028540855273604393
1739838459.371376,15823,0.029116608202457428
1739841750.8944309,16511,0.028892982751131058
